rank,tier,score,id,domain,topic,dimension,viewpoint,inspect_signals,executive_failure,probe_method
289,P2,88.49,D11-T05-V4,信頼性・SRE・BCP,MTTD,意思決定・オーナー責任,MTTDに関する未解決判断について、Decision Owner、期限、判断基準、見直し・撤退条件を明確にし、先送りによる損失を管理できること。,発生から検知までの時間,顧客問い合わせで初めて障害に気づく,議論が分析止まりになっていないかを確認し、決める人、決める期限、選択肢、判断基準、先送りコストの欠落を問う。
290,P2,88.49,D20-T05-V4,カスタマーサポート・サービス運用,Sev1 Escalation,意思決定・オーナー責任,Sev1 Escalationに関する未解決判断について、Decision Owner、期限、判断基準、見直し・撤退条件を明確にし、先送りによる損失を管理できること。,重大問い合わせのエスカレーション速度,責任者到達が遅れて被害が拡大する,議論が分析止まりになっていないかを確認し、決める人、決める期限、選択肢、判断基準、先送りコストの欠落を問う。
291,P2,88.445,D03-T08-V4,収益性・ユニットエコノミクス,プロフェッショナルサービス負担,意思決定・オーナー責任,プロフェッショナルサービス負担に関する未解決判断について、Decision Owner、期限、判断基準、見直し・撤退条件を明確にし、先送りによる損失を管理できること。,導入・個別開発工数と回収額,SaaSが実質SI化してスケールしない,議論が分析止まりになっていないかを確認し、決める人、決める期限、選択肢、判断基準、先送りコストの欠落を問う。
292,P2,88.445,D11-T08-V4,信頼性・SRE・BCP,容量余力,意思決定・オーナー責任,容量余力に関する未解決判断について、Decision Owner、期限、判断基準、見直し・撤退条件を明確にし、先送りによる損失を管理できること。,ピーク時余力、スケール限界、増設時間,成長や突発負荷で全体停止する,議論が分析止まりになっていないかを確認し、決める人、決める期限、選択肢、判断基準、先送りコストの欠落を問う。
293,P2,88.43,D03-T09-V4,収益性・ユニットエコノミクス,貢献利益,意思決定・オーナー責任,貢献利益に関する未解決判断について、Decision Owner、期限、判断基準、見直し・撤退条件を明確にし、先送りによる損失を管理できること。,顧客・製品・セグメント別Contribution Margin,売上は増えても利益貢献が減る,議論が分析止まりになっていないかを確認し、決める人、決める期限、選択肢、判断基準、先送りコストの欠落を問う。
294,P2,88.43,D11-T09-V4,信頼性・SRE・BCP,再発障害,意思決定・オーナー責任,再発障害に関する未解決判断について、Decision Owner、期限、判断基準、見直し・撤退条件を明確にし、先送りによる損失を管理できること。,同一原因・同一系統の再発件数,根本原因未解消で信用を失う,議論が分析止まりになっていないかを確認し、決める人、決める期限、選択肢、判断基準、先送りコストの欠落を問う。
295,P2,88.4,D04-T01-V1,市場・事業戦略,ICP明確性,結果・状態の説明責任,ICP明確性について、経営要求と現在の実態との差分を把握し、その差分が事業へ与える影響まで説明できる状態にあること。,最も勝率・継続率・粗利が高い顧客像,誰にでも売ることで勝率と開発効率が落ちる,現在の説明・資料から要求水準、実績、差分、影響を拾う。欠けている要素だけを問い、単なるKPI暗記問題にはしない。
296,P2,88.365,D25-T10-V2,評判・エコシステム・事業継続,事業継続の単一障害点,構造・因果の説明責任,事業継続の単一障害点の良化・悪化を生んだ要因を分解し、一過性要因、外部要因、自社施策、顧客Mixを区別して再現性を説明できること。,人・技術・契約・供給者のSPOF,1要素の喪失で事業提供が止まる,時系列、セグメント、コホート、施策前後、反対事例を突き合わせ、因果説明の弱点や都合のよい集計を狙って問いを生成する。
297,P2,88.355,D04-T04-V1,市場・事業戦略,競争ポジション,結果・状態の説明責任,競争ポジションについて、経営要求と現在の実態との差分を把握し、その差分が事業へ与える影響まで説明できる状態にあること。,主要競合別勝敗・価格・機能差,競合優位を過去の認識で判断する,現在の説明・資料から要求水準、実績、差分、影響を拾う。欠けている要素だけを問い、単なるKPI暗記問題にはしない。
298,P2,88.34,D04-T05-V1,市場・事業戦略,差別化の持続性,結果・状態の説明責任,差別化の持続性について、経営要求と現在の実態との差分を把握し、その差分が事業へ与える影響まで説明できる状態にあること。,模倣困難性、データ、統合、運用ノウハウ,差別化が半年でコモディティ化する,現在の説明・資料から要求水準、実績、差分、影響を拾う。欠けている要素だけを問い、単なるKPI暗記問題にはしない。
299,P2,88.31,D04-T07-V1,市場・事業戦略,戦略仮説の検証,結果・状態の説明責任,戦略仮説の検証について、経営要求と現在の実態との差分を把握し、その差分が事業へ与える影響まで説明できる状態にあること。,重要仮説、反証条件、検証期限,成功前提だけで投資を継続する,現在の説明・資料から要求水準、実績、差分、影響を拾う。欠けている要素だけを問い、単なるKPI暗記問題にはしない。
300,P2,88.1,D04-T01-V3,市場・事業戦略,ICP明確性,下方リスク・早期警戒責任,ICP明確性の悪化前兆、閾値、波及経路、エスカレーション条件を持ち、「誰にでも売ることで勝率と開発効率が落ちる」が顕在化する前に経営判断へつなげられること。,最も勝率・継続率・粗利が高い顧客像,誰にでも売ることで勝率と開発効率が落ちる,先行指標、閾値、最悪ケース、影響額・顧客数・停止時間、経営報告条件の欠落を探し、未管理の下方リスクを問う。
301,P2,88.055,D04-T04-V3,市場・事業戦略,競争ポジション,下方リスク・早期警戒責任,競争ポジションの悪化前兆、閾値、波及経路、エスカレーション条件を持ち、「競合優位を過去の認識で判断する」が顕在化する前に経営判断へつなげられること。,主要競合別勝敗・価格・機能差,競合優位を過去の認識で判断する,先行指標、閾値、最悪ケース、影響額・顧客数・停止時間、経営報告条件の欠落を探し、未管理の下方リスクを問う。
